ID_PRODUCTO;NOMBRE;TALLA;STOCK_ACTUAL_EN_APP;STOCK_REAL_FISICO
107;"FUTSAL GATO SUPREME ";"44";0;
108;"FUTSAL GATO SUPREME ";"37";0;
108;"FUTSAL GATO SUPREME ";"38";0;
108;"FUTSAL GATO SUPREME ";"39";0;
108;"FUTSAL GATO SUPREME ";"40";0;
108;"FUTSAL GATO SUPREME ";"41";0;
108;"FUTSAL GATO SUPREME ";"42";0;
108;"FUTSAL GATO SUPREME ";"43";0;
108;"FUTSAL GATO SUPREME ";"44";0;
109;"FUTSAL MIZUNO CLÁSICO ";"37";0;
109;"FUTSAL MIZUNO CLÁSICO ";"38";0;
109;"FUTSAL MIZUNO CLÁSICO ";"39";0;
109;"FUTSAL MIZUNO CLÁSICO ";"40";0;
109;"FUTSAL MIZUNO CLÁSICO ";"41";0;
109;"FUTSAL MIZUNO CLÁSICO ";"42";0;
109;"FUTSAL MIZUNO CLÁSICO ";"43";0;
109;"FUTSAL MIZUNO CLÁSICO ";"44";0;
110;"FUTSAL MIZUNO CLÁSICO";"37";0;
110;"FUTSAL MIZUNO CLÁSICO";"38";0;
110;"FUTSAL MIZUNO CLÁSICO";"39";0;
110;"FUTSAL MIZUNO CLÁSICO";"40";0;
110;"FUTSAL MIZUNO CLÁSICO";"41";0;
110;"FUTSAL MIZUNO CLÁSICO";"42";0;
110;"FUTSAL MIZUNO CLÁSICO";"43";0;
110;"FUTSAL MIZUNO CLÁSICO";"44";0;
111;"FUTSAL MIZUNO CLÁSICO ";"37";0;
111;"FUTSAL MIZUNO CLÁSICO ";"38";0;
111;"FUTSAL MIZUNO CLÁSICO ";"39";0;
111;"FUTSAL MIZUNO CLÁSICO ";"40";0;
111;"FUTSAL MIZUNO CLÁSICO ";"41";0;
111;"FUTSAL MIZUNO CLÁSICO ";"42";0;
111;"FUTSAL MIZUNO CLÁSICO ";"43";0;
111;"FUTSAL MIZUNO CLÁSICO ";"44";0;
112;"FUTSAL MIZUNO CLÁSICO ";"37";0;
112;"FUTSAL MIZUNO CLÁSICO ";"38";0;
112;"FUTSAL MIZUNO CLÁSICO ";"39";0;
112;"FUTSAL MIZUNO CLÁSICO ";"40";0;
112;"FUTSAL MIZUNO CLÁSICO ";"41";0;
112;"FUTSAL MIZUNO CLÁSICO ";"42";0;
112;"FUTSAL MIZUNO CLÁSICO ";"43";0;
112;"FUTSAL MIZUNO CLÁSICO ";"44";0;
113;"FUTSAL NIKE GATO STREET ";"37";0;
113;"FUTSAL NIKE GATO STREET ";"38";0;
113;"FUTSAL NIKE GATO STREET ";"39";0;
113;"FUTSAL NIKE GATO STREET ";"40";0;
113;"FUTSAL NIKE GATO STREET ";"41";0;
113;"FUTSAL NIKE GATO STREET ";"42";0;
113;"FUTSAL NIKE GATO STREET ";"43";0;
113;"FUTSAL NIKE GATO STREET ";"44";0;
114;"FUTSAL NIKE GATO STREET ";"37";0;
114;"FUTSAL NIKE GATO STREET ";"38";0;
114;"FUTSAL NIKE GATO STREET ";"39";0;
